pipeline_id,arrival_seconds,priority,operator_id,parents,baseline_cpu_seconds,cpu_scaling,memory_gb,storage_read_gb
p45,225,BATCH_PIPELINE,op1,,1,const,,55
p45,,,op2,op1,20,linear7,,30
p45,,,op3,op2,5,linear3,,45
p46,225,QUERY,op1,,15,linear3,,35
p47,225,QUERY,op1,,15,linear3,,35
p48,225,QUERY,op1,,15,linear3,,35
p49,225,INTERACTIVE,op1,,1,const,,55
p49,,,op2,op1,2,sqrt,,55
p49,,,op3,op2,1,const,,55
p49,,,op4,op3,15,linear3,,37.5
p49,,,op5,op4,15,linear3,,37.5
p50,225,INTERACTIVE,op1,,1,const,,55
p50,,,op2,op1,15,linear3,,37.5
p50,,,op3,op2,2,sqrt,,55
p50,,,op4,op3,5,linear3,,45
p50,,,op5,op4,5,linear3,,45
p51,225,QUERY,op1,,15,linear3,,35
p52,225,INTERACTIVE,op1,,1,const,,55
p52,,,op2,op1,40,linear7,,20
p52,,,op3,op2,20,linear7,,30
p52,,,op4,op3,15,linear3,,37.5
p52,,,op5,op4,15,linear3,,37.5
p52,,,op6,op5,5,linear3,,45
p53,225,QUERY,op1,,15,linear3,,35
p54,225,QUERY,op1,,15,linear3,,35
p55,225,QUERY,op1,,15,linear3,,35
p56,225,BATCH_PIPELINE,op1,,1,const,,55
p56,,,op2,,20,linear7,,30
p56,,,op3,,15,linear3,,37.5
p56,,,op4,,20,linear7,,30
p56,,,op5,op1;op2;op3;op4,80,squared,,10
p57,225,INTERACTIVE,op1,,1,const,,55
p57,,,op2,op1,20,linear7,,30
p57,,,op3,op2,80,squared,,10
p57,,,op4,op3,20,linear7,,30
p58,225,BATCH_PIPELINE,op1,,1,const,,55
p58,,,op2,op1,80,squared,,10
p58,,,op3,op2,15,linear3,,37.5
p59,225,QUERY,op1,,15,linear3,,35
p60,225,QUERY,op1,,15,linear3,,35
p61,225,INTERACTIVE,op1,,1,const,,55
p61,,,op2,op1,40,linear7,,20
p61,,,op3,op2,15,linear3,,37.5
p61,,,op4,op3,15,linear3,,37.5
p61,,,op5,op4,15,linear3,,37.5
p61,,,op6,op5,20,linear7,,30
p62,225,QUERY,op1,,15,linear3,,35
p63,225,QUERY,op1,,15,linear3,,35
p64,225,INTERACTIVE,op1,,1,const,,55
p64,,,op2,op1,5,linear3,,45
p65,225,QUERY,op1,,15,linear3,,35
p66,225,QUERY,op1,,15,linear3,,35
p67,225,INTERACTIVE,op1,,1,const,,55
p67,,,op2,,20,linear7,,30
p67,,,op3,,15,linear3,,37.5
p67,,,op4,,15,linear3,,37.5
p67,,,op5,,80,squared,,10
p67,,,op6,op1;op2;op3;op4;op5,40,linear7,,20
p68,225,BATCH_PIPELINE,op1,,1,const,,55
p68,,,op2,op1,15,linear3,,37.5
p68,,,op3,op1,20,linear7,,30
p68,,,op4,op1,20,linear7,,30
p69,225,QUERY,op1,,15,linear3,,35
p70,225,QUERY,op1,,15,linear3,,35
p71,225,QUERY,op1,,15,linear3,,35
p72,225,BATCH_PIPELINE,op1,,1,const,,55
p72,,,op2,op1,15,linear3,,37.5
p72,,,op3,op1,2,sqrt,,55
p72,,,op4,op1,5,linear3,,45
p72,,,op5,op1,20,linear7,,30
p72,,,op6,op1,80,squared,,10
p72,,,op7,op1,5,linear3,,45
p73,225,INTERACTIVE,op1,,1,const,,55
p73,,,op2,op1,2,sqrt,,55
p74,239.806,INTERACTIVE,op1,,1,const,,55
p74,,,op2,op1,5,linear3,,45
p74,,,op3,op2,15,linear3,,37.5
p74,,,op4,op3,1,const,,55
p74,,,op5,op4,2,sqrt,,55
p74,,,op6,op5,80,squared,,10
p74,,,op7,op6,2,sqrt,,55
p75,239.806,INTERACTIVE,op1,,1,const,,55
p75,,,op2,op1,2,sqrt,,55
p75,,,op3,op2,15,linear3,,37.5
p75,,,op4,op3,20,linear7,,30
p75,,,op5,op4,80,squared,,10
p75,,,op6,op5,5,linear3,,45
p75,,,op7,op6,15,linear3,,37.5
p76,275.637,QUERY,op1,,15,linear3,,35
p77,275.637,QUERY,op1,,15,linear3,,35
p78,304.634,QUERY,op1,,15,linear3,,35
p79,304.634,QUERY,op1,,15,linear3,,35
p80,332.637,QUERY,op1,,15,linear3,,35
p81,332.637,QUERY,op1,,15,linear3,,35
p82,366.17400000000004,INTERACTIVE,op1,,1,const,,55
p82,,,op2,op1,20,linear7,,30
p82,,,op3,op2,20,linear7,,30
p82,,,op4,op3,5,linear3,,45
p82,,,op5,op4,20,linear7,,30
p83,366.17400000000004,QUERY,op1,,15,linear3,,35
p84,375,QUERY,op1,,15,linear3,,35
p85,375,QUERY,op1,,15,linear3,,35
p86,375,QUERY,op1,,15,linear3,,35
p87,375,QUERY,op1,,15,linear3,,35
p88,375,QUERY,op1,,15,linear3,,35
p89,375,QUERY,op1,,15,linear3,,35
p90,375,QUERY,op1,,15,linear3,,35
p91,375,INTERACTIVE,op1,,1,const,,55
p91,,,op2,op1,1,const,,55
p91,,,op3,op1,40,linear7,,20
p91,,,op4,op1,20,linear7,,30
p91,,,op5,op1,2,sqrt,,55
p92,375,INTERACTIVE,op1,,1,const,,55
p92,,,op2,op1,15,linear3,,37.5
p92,,,op3,op2,15,linear3,,37.5
p92,,,op4,op3,15,linear3,,37.5
p92,,,op5,op4,20,linear7,,30
p93,375,INTERACTIVE,op1,,1,const,,55
p94,375,INTERACTIVE,op1,,1,const,,55
p94,,,op2,op1,1,const,,55
p94,,,op3,op2,20,linear7,,30
p94,,,op4,op3,80,squared,,10
p94,,,op5,op4,1,const,,55
p95,375,QUERY,op1,,15,linear3,,35
p96,375,QUERY,op1,,15,linear3,,35
p97,375,QUERY,op1,,15,linear3,,35
p98,375,INTERACTIVE,op1,,1,const,,55
p98,,,op2,op1,40,linear7,,20
p98,,,op3,op1,80,squared,,10
p98,,,op4,op1,80,squared,,10
p99,375,QUERY,op1,,15,linear3,,35
p100,375,INTERACTIVE,op1,,1,const,,55
p100,,,op2,,15,linear3,,37.5
p100,,,op3,,20,linear7,,30
p100,,,op4,,5,linear3,,45
p100,,,op5,op1;op2;op3;op4,40,linear7,,20
p101,375,QUERY,op1,,15,linear3,,35
p102,375,INTERACTIVE,op1,,1,const,,55
p102,,,op2,op1,40,linear7,,20
p102,,,op3,op2,80,squared,,10
p102,,,op4,op3,40,linear7,,20
p103,375,BATCH_PIPELINE,op1,,1,const,,55
p103,,,op2,op1,5,linear3,,45
p103,,,op3,op1,80,squared,,10
p103,,,op4,op1,40,linear7,,20
p104,375,INTERACTIVE,op1,,1,const,,55
p104,,,op2,op1,2,sqrt,,55
p104,,,op3,op2,5,linear3,,45
p105,375,INTERACTIVE,op1,,1,const,,55
p105,,,op2,op1,40,linear7,,20
p105,,,op3,op2,1,const,,55
p105,,,op4,op3,20,linear7,,30
p106,375,INTERACTIVE,op1,,1,const,,55
p106,,,op2,op1,1,const,,55
p106,,,op3,op2,5,linear3,,45
p106,,,op4,op3,40,linear7,,20
p106,,,op5,op4,1,const,,55
p107,375,QUERY,op1,,15,linear3,,35
p108,375,INTERACTIVE,op1,,1,const,,55
p108,,,op2,,40,linear7,,20
p108,,,op3,,80,squared,,10
p108,,,op4,,20,linear7,,30
p108,,,op5,,20,linear7,,30
p108,,,op6,op1;op2;op3;op4;op5,20,linear7,,30
p109,375,QUERY,op1,,15,linear3,,35
p110,375,QUERY,op1,,15,linear3,,35
p111,375,QUERY,op1,,15,linear3,,35
p112,375,QUERY,op1,,15,linear3,,35
p113,375,BATCH_PIPELINE,op1,,1,const,,55
p113,,,op2,op1,80,squared,,10
p113,,,op3,op2,5,linear3,,45
p114,417.28000000000003,BATCH_PIPELINE,op1,,1,const,,55
p114,,,op2,op1,20,linear7,,30
p114,,,op3,op2,80,squared,,10
p114,,,op4,op3,40,linear7,,20
p114,,,op5,op4,40,linear7,,20
p115,417.28000000000003,QUERY,op1,,15,linear3,,35
p116,464.738,INTERACTIVE,op1,,1,const,,55
p116,,,op2,op1,15,linear3,,37.5
p117,464.738,QUERY,op1,,15,linear3,,35
p118,504.56,INTERACTIVE,op1,,1,const,,55
p118,,,op2,op1,5,linear3,,45
p118,,,op3,op2,20,linear7,,30
p119,504.56,BATCH_PIPELINE,op1,,1,const,,55
p119,,,op2,op1,1,const,,55
p119,,,op3,op2,20,linear7,,30
p119,,,op4,op3,15,linear3,,37.5
p119,,,op5,op4,20,linear7,,30
p120,525,BATCH_PIPELINE,op1,,1,const,,55
p120,,,op2,op1,40,linear7,,20
p120,,,op3,op2,20,linear7,,30
p120,,,op4,op3,40,linear7,,20
p121,525,QUERY,op1,,15,linear3,,35
p122,525,QUERY,op1,,15,linear3,,35
p123,525,INTERACTIVE,op1,,1,const,,55
p123,,,op2,op1,40,linear7,,20
p123,,,op3,op1,15,linear3,,37.5
p123,,,op4,op1,15,linear3,,37.5
p123,,,op5,op1,40,linear7,,20
p123,,,op6,op1,1,const,,55
p124,525,INTERACTIVE,op1,,1,const,,55
p124,,,op2,,5,linear3,,45
p124,,,op3,op1;op2,40,linear7,,20
p125,525,BATCH_PIPELINE,op1,,1,const,,55
p125,,,op2,op1,80,squared,,10
p125,,,op3,op2,15,linear3,,37.5
p125,,,op4,op3,80,squared,,10
p125,,,op5,op4,20,linear7,,30
p126,525,INTERACTIVE,op1,,1,const,,55
p126,,,op2,,5,linear3,,45
p126,,,op3,,15,linear3,,37.5
p126,,,op4,op1;op2;op3,40,linear7,,20
p127,525,BATCH_PIPELINE,op1,,1,const,,55
p127,,,op2,op1,2,sqrt,,55
p127,,,op3,op2,20,linear7,,30
p128,525,INTERACTIVE,op1,,1,const,,55
p128,,,op2,op1,5,linear3,,45
p129,525,QUERY,op1,,15,linear3,,35
p130,525,BATCH_PIPELINE,op1,,1,const,,55
p130,,,op2,,15,linear3,,37.5
p130,,,op3,,20,linear7,,30
p130,,,op4,op1;op2;op3,20,linear7,,30
p131,525,BATCH_PIPELINE,op1,,1,const,,55
p131,,,op2,op1,80,squared,,10
p131,,,op3,op2,15,linear3,,37.5
p131,,,op4,op3,80,squared,,10
p132,525,QUERY,op1,,15,linear3,,35
p133,525,QUERY,op1,,15,linear3,,35
p134,525,QUERY,op1,,15,linear3,,35
p135,525,QUERY,op1,,15,linear3,,35
p136,525,QUERY,op1,,15,linear3,,35
p137,525,QUERY,op1,,15,linear3,,35
p138,525,QUERY,op1,,15,linear3,,35
p139,525,QUERY,op1,,15,linear3,,35
p140,525,QUERY,op1,,15,linear3,,35
p141,525,INTERACTIVE,op1,,1,const,,55
p141,,,op2,op1,5,linear3,,45
p141,,,op3,op2,1,const,,55
p141,,,op4,op3,1,const,,55
p142,525,QUERY,op1,,15,linear3,,35
p143,525,QUERY,op1,,15,linear3,,35
p144,525,QUERY,op1,,15,linear3,,35
p145,525,QUERY,op1,,15,linear3,,35
p146,525,QUERY,op1,,15,linear3,,35
p147,525,QUERY,op1,,15,linear3,,35
p148,525,QUERY,op1,,15,linear3,,35
p149,539.825,INTERACTIVE,op1,,1,const,,55
p149,,,op2,op1,40,linear7,,20
p149,,,op3,op2,15,linear3,,37.5
p149,,,op4,op3,80,squared,,10
p150,539.825,QUERY,op1,,15,linear3,,35
p151,569.873,QUERY,op1,,15,linear3,,35
p152,569.873,QUERY,op1,,15,linear3,,35
